CdCommune;LbCommune;
51069;Bligny;
51140;Chaumuzy;
51190;Courtagnon;
51194;Courville;
51198;Crugny;
51245;Faverolles-et-Coëmy;
51250;Fismes;
51348;Marfaux;
51393;Nanteuil-la-Forêt;
51437;Poilly;
51445;Pourcy;
51484;Saint-Gilles;
51488;Saint-Imoges;
51523;Sarcy;
51527;Savigny-sur-Ardres;
51532;Sermiers;
51534;Serzy-et-Prin;
51577;Tramery;
